Title,Sample Code,Type,ID,Provider,Tags,License
USA Structures: DE,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_DE,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: FL,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_FL,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: GA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_GA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: GU,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_GU,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: HI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_HI,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: IA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_IA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: ID,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_ID,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: IL,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_IL,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: IN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_IN,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: KS,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_KS,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: KY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_KY,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: LA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_LA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MD,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MD,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: ME,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_ME,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MI,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MN,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MO,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MO,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MP,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MP,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MS,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MS,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: MT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_MT,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NC,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NC,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: ND,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_ND,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NE,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NE,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NH,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NH,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NJ,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NJ,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NM,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NM,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NV,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NV,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: NY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_NY,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: OH,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_OH,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: OK,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_OK,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: OR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_OR,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: PA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_PA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: PR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_PR,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: RI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_RI,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: SC,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_SC,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: SD,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_SD,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: TN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_TN,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: TX,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_TX,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: UT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_UT,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: VA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_VA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: VI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_VI,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: VT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_VT,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: WA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_WA,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: WI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_WI,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: WV,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_WV,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USA Structures: WY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:population-socioeconomics/ORNL-US-STRUCTURES,table,projects/sat-io/open-datasets/ORNL/USA-STRUCTURES/USA_ST_WY,"DHS, FEMA, ORNL","homeland security, homeland defense, emergency response, structures, building outlines, USA structures, buildings, FEMA, Federal Emergency Management Agency, ORNL, Oak Ridge National Laboratory, federal, industrial, education, assembly, residential, commercial",Creative Commons Attribution 4.0 International
USDA Crop Sequence Boundaries 2015-2022: AL,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBAL1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: AR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBAR1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: AZ,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBAZ1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: CA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBCA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: CO,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBCO1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: Combined,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/sat-io/open-datasets/USDA/CSB_1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: CT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBCT1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: DE,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBDE1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: FL,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBFL1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: GA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBGA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: IA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBIA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: ID,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBID1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: IL,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBIL1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: IN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBIN1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: KS,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBKS1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: KY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBKY1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: LA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBLA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
